,search_city,business_name,rating,food_tags,first_review_date,last_review_date,review_num,address,city,state,street,zip5
21,Philadelphia,Taiko Bistro,4.0,Bubble Tea/Juice Bars & Smoothies/Pan Asian,2/16/2018,9/10/2020,,"472 2nd St Pike,Southampton, PA 18966",Southampton,PA,472 2nd St Pike,18966
22,Philadelphia,Qu Japan,3.0,Ramen/Bubble Tea/Desserts,11/24/2018,9/23/2020,36.0,"160 N Gulph Rd,Ste C260a,King of Prussia, PA 19406",King of Prussia,PA,160 N Gulph Rd,19406
23,Philadelphia,Daiki Hibachi and Sushi,4.0,Japanese/Sushi Bars,3/27/2017,4/17/2020,67.0,"7557 Haverford Ave,Philadelphia, PA 19151",Philadelphia,PA,7557 Haverford Ave,19151
24,Philadelphia,Frozen Boba,3.0,Ice Cream & Frozen Yogurt/Bubble Tea,6/15/2019,9/10/2020,18.0,"125 Route 73 S,Evesham Township, NJ 08053",Evesham Township,NJ,125 Route 73 S,8053
25,Philadelphia,Ohana Poke Bowl,4.0,Hawaiian,5/23/2020,10/11/2020,4.0,"46B Haddon Ave,Westmont, NJ 08108",Westmont,NJ,46B Haddon Ave,8108
26,Philadelphia,H Mart - Upper Darby,4.0,Grocery/Korean/Food Court,7/9/2007,9/10/2020,157.0,"7050 Terminal Sq.,Upper Darby, PA 19082",Upper Darby,PA,7050 Terminal Sq.,19082
27,Philadelphia,Rayaki,4.0,Ramen/Bubble Tea/Izakaya,7/27/2017,7/31/2020,274.0,"404 Marlton Pike E,Cherry Hill, NJ 08034",Cherry Hill,NJ,404 Marlton Pike E,8034
28,Philadelphia,Paris Baguette,4.0,Bakeries/Coffee & Tea/Patisserie/Cake Shop,12/22/2017,10/7/2020,122.0,"923 Arch St,Philadelphia, PA 19107",Philadelphia,PA,923 Arch St,19107
29,Philadelphia,Mr Wish,4.0,Bubble Tea/Juice Bars & Smoothies,1/4/2020,10/2/2020,6.0,"5201 Rte 38 W,Pennsauken, NJ 08109",Pennsauken,NJ,5201 Rte 38 W,8109
30,Philadelphia,Thang Long Pho Restaurant,4.0,Vietnamese/Noodles/Soup,3/21/2008,10/28/2020,150.0,"2534-36 Kensington Ave,Philadelphia, PA 19125",Philadelphia,PA,2534-36 Kensington Ave,19125
31,Philadelphia,Mr Sushi All You Can Eat,4.0,Sushi Bars/Teppanyaki,6/4/2017,10/31/2020,316.0,"2117 Marlton Pike W,Cherry Hill, NJ 08002",Cherry Hill,NJ,2117 Marlton Pike W,8002
32,Philadelphia,St Honore Pastries,4.0,Bakeries/Coffee & Tea/Bubble Tea,3/8/2008,10/18/2020,75.0,"935 Race St,Philadelphia, PA 19107",Philadelphia,PA,935 Race St,19107
33,Philadelphia,Cha-Yen,4.0,Food Trucks/Shaved Ice/Bubble Tea,6/17/2016,7/25/2019,4.0,"Mount Holly, NJ 08060",Mount Holly,NJ,"Mount Holly, NJ 08060",8060
34,Philadelphia,Banh Mi Square,3.0,Vietnamese/Bubble Tea/Juice Bars & Smoothies,7/19/2015,2/22/2020,21.0,"320 W Oregon Ave,Philadelphia, PA 19148",Philadelphia,PA,320 W Oregon Ave,19148
35,Philadelphia,Shangri La,4.0,Chinese/Japanese/Bubble Tea,11/22/2015,9/26/2020,85.0,"100 Springdale Rd,Cherry Hill, NJ 08003",Cherry Hill,NJ,100 Springdale Rd,8003
36,Philadelphia,Ray's Café & Teahouse,4.0,Coffee & Tea/Chinese,6/11/2006,11/1/2020,167.0,"141 N 9th St,Philadelphia, PA 19107",Philadelphia,PA,141 N 9th St,19107
37,Philadelphia,Unit Su Vege,4.0,Vegetarian/Chinese,1/6/2019,10/20/2020,92.0,"2000 Hamilton St,Ste 106,Philadelphia, PA 19130",Philadelphia,PA,2000 Hamilton St,19130
38,Philadelphia,Pho Le Lai,4.0,Vietnamese/Bubble Tea/Chinese,1/10/2013,10/25/2020,117.0,"2844 St Vincent St,Philadelphia, PA 19149",Philadelphia,PA,2844 St Vincent St,19149
39,Philadelphia,KC's Pastries,4.0,Bakeries,3/6/2007,10/7/2020,176.0,"109 N 10th St,Philadelphia, PA 19107",Philadelphia,PA,109 N 10th St,19107
40,Philadelphia,Fortune Chinese Restaurant,3.0,Chinese,9/28/2009,10/26/2020,74.0,"1828 S St,Philadelphia, PA 19146",Philadelphia,PA,1828 S St,19146
41,Philadelphia,Ba Le Bakery,3.0,Vietnamese/Sandwiches/Bakeries,2/16/2007,10/31/2020,206.0,"606 Washington Ave,Philadelphia, PA 19147",Philadelphia,PA,606 Washington Ave,19147
42,Philadelphia,Rayaki - Glassboro,5.0,Ramen/Izakaya/Bubble Tea,10/20/2020,10/30/2020,4.0,"166 William Dalton Dr,Glassboro, NJ 08028",Glassboro,NJ,166 William Dalton Dr,8028
43,Philadelphia,Ming Sin Asian Cafe,4.0,Chinese/Bubble Tea,4/8/2017,6/2/2017,2.0,"41 Clementon Rd,Berlin, NJ 08009",Berlin,NJ,41 Clementon Rd,8009
44,Philadelphia,Koreana,3.0,Korean,6/7/2018,10/23/2020,73.0,"37 S 19th St,Rittenhouse Square,Philadelphia, PA 19103",Philadelphia,PA,37 S 19th St,19103
45,Philadelphia,Cafe Saigon,4.0,Vietnamese,4/5/2007,10/30/2020,122.0,"827 Adams Ave,Philadelphia, PA 19124",Philadelphia,PA,827 Adams Ave,19124
46,Philadelphia,Learning Accelerator,,Tutoring Centers/Kids Activities/Coffee & Tea,,,,"18 S Main St,Medford, NJ 08055",Medford,NJ,18 S Main St,8055
47,Philadelphia,Pho Barclay,3.0,Vietnamese/Bubble Tea/Thai,10/12/2009,7/15/2020,192.0,"65 Barclay Pavilion,Cherry Hill, NJ 08034",Cherry Hill,NJ,65 Barclay Pavilion,8034
48,Philadelphia,CubeCafe,3.0,Cafes,1/14/2019,10/10/2019,6.0,"116 N 9th St,Philadelphia, PA 19107",Philadelphia,PA,116 N 9th St,19107
49,Philadelphia,Frozen Rolled Icecream,4.0,Ice Cream & Frozen Yogurt,7/26/2017,7/27/2020,19.0,"511 South St,Philadelphia, PA 19147",Philadelphia,PA,511 South St,19147
50,Philadelphia,Suki Hana,4.0,Japanese,5/30/2016,9/3/2020,13.0,"400 W Route 38,Ste 1655,Moorestown, NJ 08057",Moorestown,NJ,400 W Route 38,8057
51,Philadelphia,H Mart - Elkins Park,4.0,Grocery/Korean/Food Court,2/25/2006,8/30/2020,148.0,"7320 Old York Rd.,Elkins Park, PA 19027",Elkins Park,PA,7320 Old York Rd.,19027
52,Philadelphia,88 Korean BBQ,3.0,Korean/Barbeque,9/14/2019,8/28/2020,34.0,"103 Franklin Mills Blvd,Philadelphia, PA 19154",Philadelphia,PA,103 Franklin Mills Blvd,19154
53,Philadelphia,Break Time Cafe,3.0,Juice Bars & Smoothies/Coffee & Tea,,2/11/2017,4.0,"1222 Welsh Rd,North Wales, PA 19454",North Wales,PA,1222 Welsh Rd,19454
54,Philadelphia,Tomo Sushi & Sashimi,4.0,Sushi Bars/Japanese,7/12/2009,8/22/2020,87.0,"7050 Terminal Sq,Fl 2,Upper Darby, PA 19082",Upper Darby,PA,7050 Terminal Sq,19082
55,Philadelphia,Pholicious,2.0,Vietnamese/Bubble Tea/Juice Bars & Smoothies,6/14/2014,10/29/2020,180.0,"160 N Gulph Rd,King of Prussia Mall,King of Prussia, PA 19406",King of Prussia,PA,160 N Gulph Rd,19406
56,Philadelphia,T Cup,5.0,Bubble Tea,10/14/2020,10/14/2020,1.0,"1982 Street Rd,Bensalem, PA 19020",Bensalem,PA,1982 Street Rd,19020
57,Philadelphia,Pho Palace,3.0,Vietnamese/Desserts/Soup,3/26/2010,10/20/2020,221.0,"15501 Bustleton Ave,Philadelphia, PA 19116",Philadelphia,PA,15501 Bustleton Ave,19116
58,Philadelphia,T-Swirl Crêpe,4.0,Desserts/Creperies/Gluten-Free,8/1/2015,10/19/2020,373.0,"150 N 10th St,Philadelphia, PA 19107",Philadelphia,PA,150 N 10th St,19107
59,Philadelphia,Kung Fu Tea,3.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,12/2/2019,8/15/2020,3.0,"224 Rowan Blvd,Glassboro, NJ 08028",Glassboro,NJ,224 Rowan Blvd,8028
60,Philadelphia,Yummy Pho,4.0,Vietnamese/Thai/Coffee & Tea,10/4/2017,10/17/2020,66.0,"2012 N Broad St,Philadelphia, PA 19121",Philadelphia,PA,2012 N Broad St,19121
61,Philadelphia,Lil Sum Sum,3.0,Dim Sum/Food Trucks/Gluten-Free,6/28/2019,10/21/2019,5.0,"1069 Germantown Ave,Philadelphia, PA 19123",Philadelphia,PA,1069 Germantown Ave,19123
62,Philadelphia,Pho Voorhees,4.0,Vietnamese/Bubble Tea,10/26/2017,10/31/2020,118.0,"910 Haddonfield Berlin Rd,Voorhees, NJ 08043",Voorhees,NJ,910 Haddonfield Berlin Rd,8043
63,Philadelphia,Mong Kok Station,3.0,Coffee & Tea/Bakeries/Chinese,5/26/2008,9/5/2020,115.0,"153 N 10th St,Philadelphia, PA 19107",Philadelphia,PA,153 N 10th St,19107
64,Philadelphia,Co-Cool Smoothies and Bubble Tea,2.0,Juice Bars & Smoothies/Bubble Tea,11/11/2017,1/31/2020,8.0,"160 N Gulph Rd,King of Prussia, PA 19406",King of Prussia,PA,160 N Gulph Rd,19406
65,Philadelphia,Just Cravings,3.0,Ice Cream & Frozen Yogurt/Juice Bars & Smoothies/Coffee & Tea,4/30/2014,10/12/2020,67.0,"946 N 2nd St,Philadelphia, PA 19123",Philadelphia,PA,946 N 2nd St,19123
66,Philadelphia,Cafe Diem,4.0,Vietnamese,7/14/2008,10/25/2020,249.0,"1031 S 8th St,Philadelphia, PA 19147",Philadelphia,PA,1031 S 8th St,19147
67,Philadelphia,Kung Fu Tea,3.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,6/23/2019,9/24/2020,11.0,"160 N Gulph Rd,King of Prussia Mall,Space K103A,King of Prussia, PA 19406",King of Prussia,PA,160 N Gulph Rd,19406
68,Philadelphia,Pho Viet Hoa,4.0,Vietnamese,1/23/2017,10/19/2020,144.0,"3646 Welsh Rd,Willow Grove, PA 19090",Willow Grove,PA,3646 Welsh Rd,19090
69,Philadelphia,Coco Thai Bistro,4.0,Thai,1/14/2010,10/30/2020,122.0,"231 Haverford Ave,Narberth, PA 19072",Narberth,PA,231 Haverford Ave,19072
70,Philadelphia,Dream House Asian Bistro,3.0,Thai/Chinese/Japanese,4/4/2012,10/4/2020,131.0,"6127 Ridge Ave,Philadelphia, PA 19128",Philadelphia,PA,6127 Ridge Ave,19128
71,Philadelphia,Nam Phuong Bistro,4.0,Vietnamese,4/15/2018,10/3/2020,92.0,"43 Cricket Ave,Ardmore, PA 19003",Ardmore,PA,43 Cricket Ave,19003
72,Philadelphia,Tai's Vietnamese Food,4.0,Vietnamese/Food Stands,7/18/2007,8/9/2020,58.0,"1835 N 12th St,Philadelphia, PA 19122",Philadelphia,PA,1835 N 12th St,19122
73,Philadelphia,iPho Vietnamese Restaurant,3.0,Vietnamese,2/23/2016,5/19/2020,132.0,"1921 Fairmount Ave,Philadelphia, PA 19130",Philadelphia,PA,1921 Fairmount Ave,19130
74,Philadelphia,New Leaf 2 Chinese & Japanese Cuisine,4.0,Chinese/Japanese/Bars,5/3/2019,10/29/2020,106.0,"4260 Main St,Philadelphia, PA 19127",Philadelphia,PA,4260 Main St,19127
75,Philadelphia,Little Tokyo,4.0,Japanese/Sushi Bars,2/13/2017,8/31/2020,47.0,"49 Kings Hwy E,Haddonfield, NJ 08033",Haddonfield,NJ,49 Kings Hwy E,8033
76,Philadelphia,Kyoto Japan,4.0,Japanese/Sushi Bars,2/7/2017,6/4/2020,34.0,"37 Snyder Ave,Philadelphia, PA 19148",Philadelphia,PA,37 Snyder Ave,19148
77,Philadelphia,Mayflower Bakery & Cafe,4.0,Bakeries/Coffee & Tea/Desserts,8/30/2006,10/1/2020,102.0,"1008 Race St,Philadelphia, PA 19107",Philadelphia,PA,1008 Race St,19107
78,Philadelphia,Math Accelerator & Cafe,5.0,Cafes/Ice Cream & Frozen Yogurt/Tacos,6/2/2020,6/27/2020,4.0,"16 S Main St,Medford, NJ 08055",Medford,NJ,16 S Main St,8055
79,Philadelphia,Tutti Frutti,3.0,Ice Cream & Frozen Yogurt,7/30/2014,7/25/2020,15.0,"506 Oxford Valley Rd,Langhorne, PA 19047",Langhorne,PA,506 Oxford Valley Rd,19047
80,Philadelphia,Golden Bowl,3.0,Chinese,5/14/2012,9/14/2020,122.0,"33 Rittenhouse Pl,Ardmore, PA 19003",Ardmore,PA,33 Rittenhouse Pl,19003
81,Philadelphia,Purple Leaf Cuisine,3.0,Asian Fusion/Sushi Bars/Chinese,8/19/2020,10/29/2020,15.0,"119 Floral Vale Blvd,Morrisville, PA 19067",Morrisville,PA,119 Floral Vale Blvd,19067
82,Philadelphia,Akio Sushi & Poke,4.0,Japanese/Poke/Sushi Bars,1/24/2018,5/31/2020,131.0,"235 Lancaster Ave,Near DMV,Malvern, PA 19355",Malvern,PA,235 Lancaster Ave,19355
83,Philadelphia,Hong Kong Star Noodle House,3.0,Noodles,12/4/2012,5/14/2020,40.0,"2852 Street Rd,Bensalem, PA 19020",Bensalem,PA,2852 Street Rd,19020
84,Philadelphia,Treehouse Café,4.0,Coffee & Tea/Cafes,4/16/2015,7/21/2020,58.0,"714 W 11th St,Wilmington, DE 19801",Wilmington,DE,714 W 11th St,19801
85,Philadelphia,Koreana,3.0,Korean,1/2/2008,9/19/2020,357.0,"3801 Chestnut St,Philadelphia, PA 19104",Philadelphia,PA,3801 Chestnut St,19104
86,Philadelphia,Sushi Express,4.0,Japanese/Salad/Sushi Bars,1/2/2018,10/25/2020,42.0,"1004 Cooper St,Ste 6,Deptford, NJ 08096",Deptford,NJ,1004 Cooper St,8096
87,Philadelphia,Pho Street,4.0,Vietnamese,10/22/2013,10/15/2020,249.0,"204 Baltimore Pike,Springfield, PA 19064",Springfield,PA,204 Baltimore Pike,19064
88,Philadelphia,Pho & Cafe Viet Huong,3.0,Vietnamese,1/10/2007,9/15/2020,242.0,"1110 Washington Ave,Ste 2A,Philadelphia, PA 19147",Philadelphia,PA,1110 Washington Ave,19147
89,Philadelphia,Pho Street,4.0,Vietnamese,12/13/2017,10/12/2020,132.0,"2104 Market St,Philadelphia, PA 19103",Philadelphia,PA,2104 Market St,19103
90,Philadelphia,La Cocina del Cafe,5.0,Mexican/Latin American/Breakfast & Brunch,10/18/2019,8/20/2020,23.0,"1500 S Broad St,Philadelphia, PA 19146",Philadelphia,PA,1500 S Broad St,19146
91,Philadelphia,phubs,,Vietnamese/Bubble Tea,,,,"111 W 10th St,Wilmington, DE 19801",Wilmington,DE,111 W 10th St,19801
92,Philadelphia,Kung Fu Tea,,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,,,,"3175 John F. Kennedy Boulevard,Philadelphia, PA 19104",Philadelphia,PA,3175 John F. Kennedy Boulevard,19104
93,Philadelphia,Sang Kee Asian Bistro,4.0,Asian Fusion/Chinese,6/15/2006,11/1/2020,445.0,"339 E Lancaster Ave,Wynnewood, PA 19096",Wynnewood,PA,339 E Lancaster Ave,19096
94,Philadelphia,Dim Sum Garden,4.0,Dim Sum/Asian Fusion/Shanghainese,9/29/2013,11/1/2020,2479.0,"1020 Race St,Philadelphia, PA 19107",Philadelphia,PA,1020 Race St,19107
95,Philadelphia,Kung Fu Tea - North Wales,4.0,Bubble Tea,9/4/2020,10/5/2020,6.0,"1222 Welsh Rd,North Wales, PA 19454",North Wales,PA,1222 Welsh Rd,19454
96,Philadelphia,Yamitsuki Ramen,3.0,Ramen/Sushi Bars/Cocktail Bars,4/28/2016,10/28/2020,448.0,"1028 Arch St,Philadelphia, PA 19107",Philadelphia,PA,1028 Arch St,19107
97,Philadelphia,Pho Thai Nam Restaurant,4.0,Thai/Vietnamese,2/1/2008,10/24/2020,452.0,"144 W Germantown Pike,East Norriton, PA 19401",East Norriton,PA,144 W Germantown Pike,19401
98,Philadelphia,Assi Plaza,4.0,Korean/Grocery,5/31/2008,7/30/2020,161.0,"1222 Welsh Rd,North Wales, PA 19454",North Wales,PA,1222 Welsh Rd,19454
99,Philadelphia,Yu Hsiang Garden,4.0,Chinese,12/7/2008,10/30/2020,58.0,"7630 Germantown Ave,Philadelphia, PA 19118",Philadelphia,PA,7630 Germantown Ave,19118
100,Philadelphia,Genji Sushi Bar & Izakaya,3.0,Sushi Bars/Ramen,11/18/2017,1/7/2020,23.0,"2101 Pennsylvania Ave,Whole Foods Market,Philadelphia, PA 19130",Philadelphia,PA,2101 Pennsylvania Ave,19130
101,Philadelphia,Sake Mian,4.0,Japanese,5/9/2020,10/31/2020,13.0,"202 East Lancaster Ave,Ardmore, PA 19003",Ardmore,PA,202 East Lancaster Ave,19003
102,Philadelphia,Pholicious,4.0,Bubble Tea/Fast Food/Vietnamese,6/11/2014,8/2/2020,27.0,"230 Montgomery Mall,North Wales, PA 19454",North Wales,PA,230 Montgomery Mall,19454
103,Philadelphia,Ginza Japanese & Asian Restaurant,3.0,Japanese/Chinese/Sushi Bars,12/2/2013,5/13/2020,60.0,"327 N Black Horse Pike,Runnemede, NJ 08078",Runnemede,NJ,327 N Black Horse Pike,8078
104,Philadelphia,Sang Kee Noodle House,3.0,Dim Sum/Noodles,12/1/2009,9/29/2020,400.0,"3549 Chestnut St,Philadelphia, PA 19104",Philadelphia,PA,3549 Chestnut St,19104
105,Philadelphia,Kung Fu Tea,3.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,12/26/2019,2/3/2020,3.0,"600 Washington Ave,Unit 16,Philadelphia, PA 19147",Philadelphia,PA,600 Washington Ave,19147
106,Philadelphia,AmeriThai,4.0,Thai,7/8/2014,10/5/2020,118.0,"1244 Snyder Ave,Philadelphia, PA 19148",Philadelphia,PA,1244 Snyder Ave,19148
107,Philadelphia,Tom's Dim Sum,4.0,Dim Sum/Shanghainese,7/27/2016,10/25/2020,269.0,"13 E State St,Media, PA 19063",Media,PA,13 E State St,19063
108,Philadelphia,Möge Tee - Philadelphia,4.0,Bubble Tea/Juice Bars & Smoothies/Tea Rooms,8/2/2019,3/26/2020,52.0,"1025 Arch St,Philadelphia, PA 19107",Philadelphia,PA,1025 Arch St,19107
109,Philadelphia,Ice Cave,5.0,Desserts/Shaved Ice/Bubble Tea,8/27/2016,9/8/2020,127.0,"4520 Baltimore Ave,Philadelphia, PA 19143",Philadelphia,PA,4520 Baltimore Ave,19143
110,Philadelphia,A Cup Of Tea,4.0,Bubble Tea,5/13/2017,10/25/2020,87.0,"115 N 9th St,Philadelphia, PA 19107",Philadelphia,PA,115 N 9th St,19107
111,Philadelphia,Mi 'N Tea,5.0,Vietnamese/Bubble Tea/Sandwiches,4/20/2020,10/27/2020,61.0,"4229 Main St,Philadelphia, PA 19127",Philadelphia,PA,4229 Main St,19127
112,Philadelphia,Tsaocaa,4.0,Bubble Tea/Juice Bars & Smoothies,4/18/2019,10/3/2020,16.0,"1715 Chestnut St,Philadelphia, PA 19103",Philadelphia,PA,1715 Chestnut St,19103
113,Philadelphia,Mr deer the camp,4.0,Bubble Tea,6/9/2019,10/8/2020,69.0,"1023 Cherry St,Philadelphia, PA 19107",Philadelphia,PA,1023 Cherry St,19107
114,Philadelphia,Tsaocaa,4.0,Bubble Tea,8/23/2020,10/22/2020,5.0,"7320 Old York Rd,Elkins Park, PA 19027",Elkins Park,PA,7320 Old York Rd,19027
115,Philadelphia,Mr Wish,4.0,Bubble Tea/Juice Bars & Smoothies,8/26/2015,10/26/2020,249.0,"216 N 10th St,Philadelphia, PA 19107",Philadelphia,PA,216 N 10th St,19107
116,Philadelphia,Tea Do,4.0,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,7/21/2012,10/31/2020,804.0,"132 N 10th St,Philadelphia, PA 19107",Philadelphia,PA,132 N 10th St,19107
117,Philadelphia,Pho Saigon,4.0,Vietnamese,11/12/2009,9/10/2020,403.0,"1100 S Christopher Columbus Blvd,Unit 22,Philadelphia, PA 19147",Philadelphia,PA,1100 S Christopher Columbus Blvd,19147
118,Philadelphia,Lotus Inn,3.0,Chinese/Japanese,4/24/2008,10/23/2020,81.0,"402 W Swedesford Rd,Berwyn, PA 19312",Berwyn,PA,402 W Swedesford Rd,19312
119,Philadelphia,OCF Coffee House,4.0,Coffee & Tea/Bagels,1/6/2013,10/25/2020,377.0,"2100 Fairmount Ave,Philadelphia, PA 19130",Philadelphia,PA,2100 Fairmount Ave,19130
120,Philadelphia,Bravo Pho,4.0,Vietnamese,7/7/2018,10/15/2020,95.0,"1635 Haines Rd,Levittown, PA 19055",Levittown,PA,1635 Haines Rd,19055
121,Philadelphia,Megumi Japanese Ramen & Sushi Bar,4.0,Ramen/Sushi Bars,,10/11/2020,178.0,"915 Race St,Philadelphia, PA 19107",Philadelphia,PA,915 Race St,19107
122,Philadelphia,QT Vietnamese Sandwich,4.0,Sandwiches/Vietnamese,3/2/2009,10/27/2020,517.0,"48 N 10th St,Philadelphia, PA 19107",Philadelphia,PA,48 N 10th St,19107
123,Philadelphia,BAMBU,3.0,Coffee & Tea/Juice Bars & Smoothies/Bubble Tea,10/7/2014,5/28/2020,55.0,"5520 Whitaker Ave,Philadelphia, PA 19124",Philadelphia,PA,5520 Whitaker Ave,19124
124,Philadelphia,Tasty Pot - Philadelphia,4.0,Taiwanese/Bubble Tea/Hot Pot,1/17/2020,6/9/2020,16.0,"513 Adam Ave,Philadelphia, PA 19120",Philadelphia,PA,513 Adam Ave,19120
125,Philadelphia,S&P Boba Tea,4.0,Bubble Tea/Desserts,3/10/2018,8/31/2020,20.0,"7050 Terminal Sq,Ste 217,Upper Darby, PA 19082",Upper Darby,PA,7050 Terminal Sq,19082
126,Philadelphia,DJ Kitchen,4.0,Chinese/Bubble Tea,9/15/2018,10/26/2020,96.0,"4040 City Ave,Philadelphia, PA 19131",Philadelphia,PA,4040 City Ave,19131
127,Philadelphia,Tea Do,4.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,5/3/2019,9/23/2020,26.0,"3900 Sansom St,Philadelphia, PA 19104",Philadelphia,PA,3900 Sansom St,19104
128,Philadelphia,Kung Fu Tea,3.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,12/27/2019,8/14/2020,13.0,"600 Washington Ave,Unit 16,Philadelphia, PA 19147",Philadelphia,PA,600 Washington Ave,19147
129,Philadelphia,A La Mousse,4.0,Desserts/Coffee & Tea/Bakeries,9/24/2015,10/5/2020,617.0,"145 N 11th St,Philadelphia, PA 19107",Philadelphia,PA,145 N 11th St,19107
130,Philadelphia,Fat tuna,4.0,Sushi Bars/Ramen/Bubble Tea,7/1/2019,8/2/2020,14.0,"2451 N 54th,Philadelphia, PA 19131",Philadelphia,PA,2451 N 54th,19131
131,Philadelphia,Sangkee Asian Kitchen,4.0,Chinese,5/1/2015,8/26/2020,126.0,"1333 W Cheltenham Ave,Elkins Park, PA 19027",Elkins Park,PA,1333 W Cheltenham Ave,19027
132,Philadelphia,Hardena/Waroeng Surabaya Restaurant,4.0,Indonesian,9/20/2007,10/28/2020,354.0,"1754 S Hicks St,Philadelphia, PA 19145",Philadelphia,PA,1754 S Hicks St,19145
133,Philadelphia,Canton Express,3.0,Chinese/Chicken Wings/Bubble Tea,10/26/2019,5/30/2020,9.0,"1214 N Black Horse Pike,Gloucester Township, NJ 08029",Gloucester Township,NJ,1214 N Black Horse Pike,8029
134,Philadelphia,Pinji's Cafe,4.0,Sandwiches/Juice Bars & Smoothies/Gluten-Free,8/7/2016,5/16/2020,25.0,"1428 N Clayton St,Wilmington, DE 19806",Wilmington,DE,1428 N Clayton St,19806
135,Philadelphia,Pho Eden,4.0,Vietnamese/Noodles/Soup,2/17/2007,8/31/2020,156.0,"1900 Greentree Rd,Cherry Hill, NJ 08003",Cherry Hill,NJ,1900 Greentree Rd,8003
136,Philadelphia,Chikara Sushi & Asian Fusion,4.0,Sushi Bars/Asian Fusion,4/1/2017,9/25/2020,123.0,"131 Bridge St,Ste 4,Phoenixville, PA 19460",Phoenixville,PA,131 Bridge St,19460
137,Philadelphia,Pho and More,3.0,Vietnamese/Thai,1/16/2011,10/13/2020,225.0,"1200 Welsh Rd,North Wales, PA 19454",North Wales,PA,1200 Welsh Rd,19454
138,Philadelphia,Pho 9 - Pho Xinh,4.0,Vietnamese,6/12/2010,10/13/2020,246.0,"34 Centerton Rd,Mount Laurel, NJ 08054",Mount Laurel,NJ,34 Centerton Rd,8054
139,Philadelphia,Pho Ha,4.0,Vietnamese,11/4/2006,10/9/2020,467.0,"600 Washington Ave,Philadelphia, PA 19147",Philadelphia,PA,600 Washington Ave,19147
140,Philadelphia,Osaka Sushi,4.0,Japanese/Sushi Bars,9/22/2014,9/7/2020,109.0,"140 N Flowers Mill Rd,Langhorne, PA 19047",Langhorne,PA,140 N Flowers Mill Rd,19047
141,Philadelphia,Asia Bakery,4.0,Bakeries,5/23/2009,8/6/2020,59.0,"115 N 10th St,Philadelphia, PA 19107",Philadelphia,PA,115 N 10th St,19107
142,Philadelphia,Chili Szechuan,4.0,Chinese,7/22/2015,10/29/2020,141.0,"4205 Chestnut St,Philadelphia, PA 19104",Philadelphia,PA,4205 Chestnut St,19104
143,Philadelphia,Ken Shin Asian Diner,3.0,Pan Asian/Desserts,5/7/2009,10/24/2020,146.0,"301 Spring Garden St,Philadelphia, PA 19123",Philadelphia,PA,301 Spring Garden St,19123
144,Philadelphia,Curry Bird,3.0,Chinese/Thai,3/18/2017,10/17/2020,73.0,"4604 Woodland Ave,Philadelphia, PA 19143",Philadelphia,PA,4604 Woodland Ave,19143
145,Philadelphia,Jade Harbor,3.0,Chinese/Seafood,8/30/2006,9/19/2020,156.0,"942 Race St,Philadelphia, PA 19107",Philadelphia,PA,942 Race St,19107
146,Philadelphia,Pho 75,4.0,Vietnamese,3/1/2007,10/28/2020,481.0,"1122 Washington Ave,Philadelphia, PA 19147",Philadelphia,PA,1122 Washington Ave,19147
147,Philadelphia,Tango,3.0,Lounges/Karaoke/Sushi Bars,5/15/2013,8/16/2020,160.0,"1021 Arch St,Philadelphia, PA 19107",Philadelphia,PA,1021 Arch St,19107
148,Philadelphia,Kabuki Sushi,4.0,Sushi Bars/Japanese,8/26/2013,7/12/2020,394.0,"45 N 13th St,Philadelphia, PA 19107",Philadelphia,PA,45 N 13th St,19107
149,Philadelphia,Pho Asia,4.0,Vietnamese/Noodles,6/28/2019,10/30/2020,59.0,"130 Black Horse Pike,Ste 308,Audubon, NJ 08106",Audubon,NJ,130 Black Horse Pike,8106
150,Philadelphia,House of Pho,3.0,Vietnamese/Specialty Food,3/21/2012,9/14/2020,180.0,"470 2nd St Pike,Southampton, PA 18966",Southampton,PA,470 2nd St Pike,18966
151,Philadelphia,Rai Rai Ramen,4.0,Ramen,7/2/2019,10/28/2020,147.0,"1200 S Church St,Mount Laurel Township, NJ 08054",Mount Laurel Township,NJ,1200 S Church St,8054
152,Philadelphia,hitea,,Bubble Tea/Juice Bars & Smoothies,,,,"17 North Main St,Unit b,Woodstown, NJ 08098",Woodstown,NJ,17 North Main St,8098
153,Philadelphia,MyThai Kitchen,4.0,Thai,9/20/2018,10/31/2020,98.0,"1808 Brownsville Rd,Feasterville-Trevose, PA 19053",Feasterville-Trevose,PA,1808 Brownsville Rd,19053
154,Philadelphia,Berlin Farmer's Market & Shopping Center,3.0,Shopping Centers/Farmers Market/Flea Markets,1/7/2008,9/8/2020,71.0,"41 Clementon Rd,Berlin, NJ 08009",Berlin,NJ,41 Clementon Rd,8009
155,Philadelphia,Cucina Zapata,4.0,Food Stands/Thai/Mexican,6/15/2011,1/24/2020,248.0,"S 31st & Ludlow St,Philadelphia, PA 19104",Philadelphia,PA,S 31st & Ludlow St,19104
